source	target	value
Surface Science	Statistics and Applied Probability	2
Surface Science	Synthetic Coordination Chemistry	1
Surface Science	Synthetic Organic Chemistry	1
Surface Science	Synthetic Supramolecular Chemistry	4
Surface Science	Water Engineering	1
Sustainable Land Management	Built Environment	13
Sustainable Land Management	Coastal and Waterway Engineering	4
Sustainable Land Management	Complexity Science	5
Sustainable Land Management	Databases	1
Sustainable Land Management	Energy Efficiency (End Use Energy Demand)	4
Sustainable Land Management	Energy Networks	2
Sustainable Land Management	Engineering Design	1
Sustainable Land Management	Fluid Dynamics and Aerodynamics	1
Sustainable Land Management	Ground Engineering	1
Sustainable Land Management	Information Systems	1
Sustainable Land Management	Resource Efficiency	2
Sustainable Land Management	Robotics	1
Sustainable Land Management	Sensors and Instrumentation	2
Sustainable Land Management	Transportation Operations and Management	5
Sustainable Land Management	Water Engineering	2
Sustainable Land Management	Whole Energy Systems	3
Synthetic Biology	Artificial Intelligence Technologies	1
Synthetic Biology	Bioenergy	1
Synthetic Biology	Biological Informatics	1
Synthetic Biology	Catalysis	4
Synthetic Biology	Chemical Biology and Biological Chemistry	1
Synthetic Biology	Chemical Reaction Dynamics and Mechanisms	2
Synthetic Biology	Complexity Science	5
Synthetic Biology	Computational & Theoretical Chemistry	2
Synthetic Biology	Control Engineering	4
Synthetic Biology	Engineering Design	1
Synthetic Biology	Fuel Cell Technology	3
Synthetic Biology	ICT Networks & Distributed Systems	1
Synthetic Biology	Manufacturing Technologies	4
Synthetic Biology	Materials Engineering - Composites	2
Synthetic Biology	Microsystems	3
Synthetic Biology	Polymer Materials	2
Synthetic Biology	Process Systems: Components and Integration	7
Synthetic Biology	Synthetic Organic Chemistry	1
Synthetic Biology	Verification and Correctness	1
Synthetic Biology	Water Engineering	3
Synthetic Coordination Chemistry	Analytical Science	5
Synthetic Coordination Chemistry	Catalysis	17
Synthetic Coordination Chemistry	Chemical Biology and Biological Chemistry	1
Synthetic Coordination Chemistry	Chemical Reaction Dynamics and Mechanisms	4
Synthetic Coordination Chemistry	Chemical Structure	9
Synthetic Coordination Chemistry	Computational & Theoretical Chemistry	1
Synthetic Coordination Chemistry	Condensed Matter: Electronic Structure	2
Synthetic Coordination Chemistry	Condensed Matter: Magnetism and Magnetic Materials	3
Synthetic Coordination Chemistry	Electrochemical Sciences	4
Synthetic Coordination Chemistry	Functional Ceramics and Inorganics	1
Synthetic Coordination Chemistry	Materials For Energy Applications	1
Synthetic Coordination Chemistry	Photonic Materials and Metamaterials	2
Synthetic Coordination Chemistry	Polymer Materials	2
Synthetic Coordination Chemistry	Process Systems: Components and Integration	1
Synthetic Coordination Chemistry	Quantum Optics and Information	1
Synthetic Coordination Chemistry	Robotics	1
Synthetic Coordination Chemistry	Sensors and Instrumentation	1
Synthetic Coordination Chemistry	Superconductivity	2
Synthetic Coordination Chemistry	Surface Science	1
Synthetic Coordination Chemistry	Synthetic Organic Chemistry	6
Synthetic Coordination Chemistry	Synthetic Supramolecular Chemistry	6
Synthetic Organic Chemistry	Analytical Science	4
Synthetic Organic Chemistry	Biomaterials and Tissue Engineering	2
Synthetic Organic Chemistry	Biophysics and Soft Matter Physics	1
Synthetic Organic Chemistry	Catalysis	18
Synthetic Organic Chemistry	Chemical Biology and Biological Chemistry	12
Synthetic Organic Chemistry	Chemical Reaction Dynamics and Mechanisms	2
Synthetic Organic Chemistry	Chemical Structure	3
Synthetic Organic Chemistry	Clinical Technologies (excluding imaging)	1
Synthetic Organic Chemistry	Computational & Theoretical Chemistry	2
Synthetic Organic Chemistry	Electrochemical Sciences	3
Synthetic Organic Chemistry	Functional Ceramics and Inorganics	1
Synthetic Organic Chemistry	Materials For Energy Applications	1
Synthetic Organic Chemistry	Medical Imaging (inc medical image and vision computing)	3
Synthetic Organic Chemistry	Photonic Materials and Metamaterials	1
Synthetic Organic Chemistry	Polymer Materials	4
Synthetic Organic Chemistry	Process Systems: Components and Integration	5
Synthetic Organic Chemistry	Statistics and Applied Probability	2
Synthetic Organic Chemistry	Surface Science	1
Synthetic Organic Chemistry	Synthetic Biology	1
Synthetic Organic Chemistry	Synthetic Coordination Chemistry	6
Synthetic Organic Chemistry	Synthetic Supramolecular Chemistry	5
Synthetic Supramolecular Chemistry	Analytical Science	7
Synthetic Supramolecular Chemistry	Biophysics and Soft Matter Physics	1
Synthetic Supramolecular Chemistry	Catalysis	3
Synthetic Supramolecular Chemistry	Chemical Biology and Biological Chemistry	5
Synthetic Supramolecular Chemistry	Chemical Reaction Dynamics and Mechanisms	2
Synthetic Supramolecular Chemistry	Chemical Structure	6
Synthetic Supramolecular Chemistry	Complexity Science	1
Synthetic Supramolecular Chemistry	Computational & Theoretical Chemistry	2
Synthetic Supramolecular Chemistry	Condensed Matter: Electronic Structure	1
Synthetic Supramolecular Chemistry	Electrochemical Sciences	3
Synthetic Supramolecular Chemistry	Energy Storage	1
Synthetic Supramolecular Chemistry	Functional Ceramics and Inorganics	1
Synthetic Supramolecular Chemistry	Graphene and Carbon Nanotechnology	2
Synthetic Supramolecular Chemistry	Light Matter Interaction and Optical Phenomena	1
Synthetic Supramolecular Chemistry	Manufacturing Technologies	1
Synthetic Supramolecular Chemistry	Materials For Energy Applications	1
Synthetic Supramolecular Chemistry	Non CMOS Device Technology	2
Synthetic Supramolecular Chemistry	Photonic Materials and Metamaterials	1
Synthetic Supramolecular Chemistry	Plasmonics	1
Synthetic Supramolecular Chemistry	Polymer Materials	6
Synthetic Supramolecular Chemistry	Process Systems: Components and Integration	1
Synthetic Supramolecular Chemistry	Quantum Optics and Information	2
Synthetic Supramolecular Chemistry	Sensors and Instrumentation	2
Synthetic Supramolecular Chemistry	Spintronics	1
Synthetic Supramolecular Chemistry	Surface Science	4
Synthetic Supramolecular Chemistry	Synthetic Coordination Chemistry	6
Synthetic Supramolecular Chemistry	Synthetic Organic Chemistry	5
Theory of Computation	Algebra	3
Theory of Computation	Architecture and Operating Systems	11
Theory of Computation	Artificial Intelligence Technologies	11
Theory of Computation	Complexity Science	3
Theory of Computation	Control Engineering	2
Theory of Computation	Databases	1
Theory of Computation	Geometry & Topology	1
Theory of Computation	Human-Computer Interaction	2
Theory of Computation	ICT Networks & Distributed Systems	19
Theory of Computation	Information Systems	7
Theory of Computation	Logic and Combinatorics	4
Theory of Computation	Mathematical Analysis	1
Theory of Computation	Mathematical Aspects of Operational Research	5
Theory of Computation	Maths of Computing	16
Theory of Computation	Microelectronics Design	6
Theory of Computation	Optical Devices and Subsystems	1
Theory of Computation	Optoelectronic Devices and Circuits	1
Theory of Computation	Pervasive and Ubiquitous Computing	2
Theory of Computation	Programming Languages and Compilers	17
Theory of Computation	Quantum Devices, Components and Systems	2
Theory of Computation	Quantum Optics and Information	4
Theory of Computation	RF & MW Communications	1
Theory of Computation	Software Engineering	7
Theory of Computation	Statistics and Applied Probability	1
Theory of Computation	Superconductivity	1
Theory of Computation	Transportation Operations and Management	1
Theory of Computation	Verification and Correctness	31
Transportation Operations and Management	Artificial Intelligence Technologies	5
Transportation Operations and Management	Bioenergy	1
Transportation Operations and Management	Biological Informatics	1
Transportation Operations and Management	Built Environment	8
Transportation Operations and Management	Carbon Capture and Storage	1
Transportation Operations and Management	Complexity Science	6
Transportation Operations and Management	Control Engineering	1
Transportation Operations and Management	Conventional Generation & Combustion	1
Transportation Operations and Management	Energy Efficiency (End Use Energy Demand)	7
Transportation Operations and Management	Energy Networks	2
Transportation Operations and Management	Engineering Design	2
Transportation Operations and Management	Graphics and Visualisation	1
Transportation Operations and Management	Ground Engineering	4
Transportation Operations and Management	Human Communication in ICT	1
Transportation Operations and Management	Human-Computer Interaction	3
Transportation Operations and Management	ICT Networks & Distributed Systems	3
Transportation Operations and Management	Information Systems	4
Transportation Operations and Management	Materials Engineering - Metals & Alloys	4
Transportation Operations and Management	Mathematical Aspects of Operational Research	1
Transportation Operations and Management	Mobile Computing	1
Transportation Operations and Management	Pervasive and Ubiquitous Computing	1
Transportation Operations and Management	Resource Efficiency	2
Transportation Operations and Management	Software Engineering	3
Transportation Operations and Management	Statistics and Applied Probability	1
Transportation Operations and Management	Structural Engineering	2
Transportation Operations and Management	Sustainable Land Management	5
Transportation Operations and Management	Theory of Computation	1
Transportation Operations and Management	Verification and Correctness	1
Transportation Operations and Management	Water Engineering	2
Transportation Operations and Management	Whole Energy Systems	3
Verification and Correctness	Architecture and Operating Systems	12
Verification and Correctness	Artificial Intelligence Technologies	16
Verification and Correctness	Biological Informatics	1
Verification and Correctness	Complexity Science	2
Verification and Correctness	Control Engineering	4
Verification and Correctness	Databases	1
Verification and Correctness	Engineering Approaches to Manufacturing Operations	1
Verification and Correctness	Human-Computer Interaction	2
Verification and Correctness	ICT Networks & Distributed Systems	19
Verification and Correctness	Image and Vision Computing	1
Verification and Correctness	Information Systems	7
Verification and Correctness	Maths of Computing	8
Verification and Correctness	Microelectronics Design	1
Verification and Correctness	Mobile Computing	1
Verification and Correctness	Pervasive and Ubiquitous Computing	6
Verification and Correctness	Programming Languages and Compilers	37
Verification and Correctness	RF & MW Communications	1
Verification and Correctness	Robotics	6
Verification and Correctness	Sensors and Instrumentation	1
Verification and Correctness	Software Engineering	29
Verification and Correctness	Statistics and Applied Probability	3
Verification and Correctness	Synthetic Biology	1
Verification and Correctness	Theory of Computation	31
Verification and Correctness	Transportation Operations and Management	1
Vision, Hearing and Other Senses	Artificial Intelligence Technologies	5
Vision, Hearing and Other Senses	Biological Informatics	2
Vision, Hearing and Other Senses	Digital Signal Processing	7
Vision, Hearing and Other Senses	Graphics and Visualisation	2
Vision, Hearing and Other Senses	Human Communication in ICT	1
Vision, Hearing and Other Senses	Human-Computer Interaction	2
Vision, Hearing and Other Senses	Image and Vision Computing	18
Vision, Hearing and Other Senses	Manufacturing Technologies	1
Vision, Hearing and Other Senses	Materials Engineering - Ceramics	1
Vision, Hearing and Other Senses	Microelectronics Design	2
Vision, Hearing and Other Senses	Music and Acoustic Technology	2
Vision, Hearing and Other Senses	Robotics	4
Vision, Hearing and Other Senses	Sensors and Instrumentation	1
Water Engineering	Analytical Science	2
Water Engineering	Biological Informatics	1
Water Engineering	Biomaterials and Tissue Engineering	3
Water Engineering	Biophysics and Soft Matter Physics	1
Water Engineering	Built Environment	5
Water Engineering	Chemical Biology and Biological Chemistry	2
Water Engineering	Clinical Technologies (excluding imaging)	2
Water Engineering	Coastal and Waterway Engineering	6
Water Engineering	Complexity Science	4
Water Engineering	Computational & Theoretical Chemistry	1
Water Engineering	Energy Efficiency (End Use Energy Demand)	3
Water Engineering	Fluid Dynamics and Aerodynamics	4
Water Engineering	Functional Ceramics and Inorganics	1
Water Engineering	Graphene and Carbon Nanotechnology	1
Water Engineering	Information Systems	1
Water Engineering	Manufacturing Technologies	2
Water Engineering	Marine Wave and Tidal	3
Water Engineering	Medical Imaging (inc medical image and vision computing)	1
Water Engineering	Polymer Materials	1
Water Engineering	Process Systems: Components and Integration	2
Water Engineering	Resource Efficiency	2
Water Engineering	Statistics and Applied Probability	2
Water Engineering	Structural Engineering	1
Water Engineering	Surface Science	1
Water Engineering	Sustainable Land Management	2
Water Engineering	Synthetic Biology	3
Water Engineering	Transportation Operations and Management	2
Water Engineering	Whole Energy Systems	2
Whole Energy Systems	Bioenergy	2
Whole Energy Systems	Built Environment	3
Whole Energy Systems	Carbon Capture and Storage	3
Whole Energy Systems	Coastal and Waterway Engineering	1
Whole Energy Systems	Complexity Science	3
Whole Energy Systems	Control Engineering	1
Whole Energy Systems	Conventional Generation & Combustion	2
Whole Energy Systems	Energy Efficiency (End Use Energy Demand)	4
Whole Energy Systems	Energy Storage	3
Whole Energy Systems	Fuel Cell Technology	1
Whole Energy Systems	Ground Engineering	1
Whole Energy Systems	Hydrogen and Alternative Energy Vectors	1
Whole Energy Systems	Materials For Energy Applications	1
Whole Energy Systems	Nuclear Fission	3
Whole Energy Systems	Pervasive and Ubiquitous Computing	1
Whole Energy Systems	Resource Efficiency	1
Whole Energy Systems	Solar Technology	1
Whole Energy Systems	Statistics and Applied Probability	1
Whole Energy Systems	Sustainable Land Management	3
Whole Energy Systems	Transportation Operations and Management	3
Whole Energy Systems	Water Engineering	2
Whole Energy Systems	Wind Power	1
Wind Power	Bioenergy	1
Wind Power	Carbon Capture and Storage	1
Wind Power	Coastal and Waterway Engineering	1
Wind Power	Energy Efficiency (End Use Energy Demand)	1
Wind Power	Energy Networks	1
Wind Power	Fluid Dynamics and Aerodynamics	2
Wind Power	Fuel Cell Technology	1
Wind Power	Hydrogen and Alternative Energy Vectors	1
Wind Power	Marine Wave and Tidal	3
Wind Power	Materials For Energy Applications	1
Wind Power	Nuclear Fission	1
Wind Power	Process Systems: Components and Integration	1
Wind Power	Solar Technology	1
Wind Power	Whole Energy Systems	1
